論文名稱(中文),畢業學年度,學位類別,作者,博碩士論文網址
永續報告書之特性與ESG績效之關聯,113,碩士,劉庭羽,https://hdl.handle.net/11296/pz8yhy
應用深度學習於建物RC牆和磚牆震後損傷程度分級,113,碩士,李嘉慷,https://hdl.handle.net/11296/pa2zrp
臨床試驗失誤如何讓臺灣新創療法公司估值陷入低谷,113,碩士,黃兆營,https://hdl.handle.net/11296/gaac23
利用磺酸化幾丁聚醣及聚輪烷高分子網路結構形成人工固態電解質介面層以提高天然石墨負極之效能,113,碩士,婁家愷,https://hdl.handle.net/11296/ydh6rn
Facebook 貼文之爭議性與討論度關係的調節變數分析,113,碩士,劉倍嘉,https://hdl.handle.net/11296/h22pkb
用於磁振造影 到電腦斷層 影像轉換的深度學習框架,113,碩士,Zolnamar Dorjsembe,https://hdl.handle.net/11296/8fhvq6
AI浪潮下之半導體研發創新趨勢－以台積電為例,113,碩士,林子閎,https://hdl.handle.net/11296/r6e469
生成式人工智慧接觸對技術接受的影響：一項隨機實驗研究,113,碩士,朱泓燁,https://hdl.handle.net/11296/8tgwmk
奧勒岡精油嗅覺刺激可調控口腔菌叢，活化 Nrf2/HO-1 抗氧化路徑與降低牙齦氧化壓力，改善口腔功能,113,碩士,張瑀芯,https://hdl.handle.net/11296/9k35hn
公司董事會性別多元化與綠色創新對碳排放量之影響,113,碩士,蕭文庭,https://hdl.handle.net/11296/h9s347
戰國諸子的教化論述與封建制度──以《墨子》、《管子》與《荀子》為核心,113,碩士,盧冠宏,https://hdl.handle.net/11296/q3f47n
半導體晶圓代工與無晶圓廠永續策略佈局比較研究：以台積電與聯發科為例,113,碩士,李馥吟,https://hdl.handle.net/11296/c44tv5
CEO較同儕年長的公司會有較佳的環境績效？檢測納入其職涯動向與薪酬設計及董事年齡對環境績效影響,113,碩士,李星儀,https://hdl.handle.net/11296/48w4p4
地區間尼泊爾埋葬蟲之偏好溫度與區域適應,113,碩士,劉蕙嘉,https://hdl.handle.net/11296/mdgfma
數位平台能力對創新韌性與組織韌性的影響,113,碩士,林桓生,https://hdl.handle.net/11296/nt9etn
我國軍事投資預算分配之分析,113,碩士,徐麒祐,https://hdl.handle.net/11296/48cf75
應用WRF模式於颱風期間離岸風場風速模擬與參數敏感性分析,113,碩士,陳暐叡,https://hdl.handle.net/11296/58b29u
結合知識檢索與生成式 AI 之健檢報告生成,113,碩士,楊博勛,https://hdl.handle.net/11296/8d66w6
「藍白合」沒成，選票怎麼分？ －2024年總統大選三腳督之策略性投票分析,113,碩士,譚伊倫,https://hdl.handle.net/11296/d22752
探討紅外線自動相機於臺灣中大型哺乳動物之偵測效率與影響因子,113,碩士,林立容,https://hdl.handle.net/11296/sz8s4y
泰國數位網球中心: 一個專注於教練、學習與社區互動的平台,113,碩士,王佳樂,https://hdl.handle.net/11296/gyw5tz
神經元與膠質細胞對神經細胞興奮性的調控： 對藍斑核與脊髓疼痛迴路的電生理研究,113,博士,洪瑋辰,https://hdl.handle.net/11296/sacysr
粗首馬口鱲以高屏溪為界的南北遺傳分化機制,113,碩士,邱宇晨,https://hdl.handle.net/11296/mthpy2
用於變動環境中進行次佳任務執行之靈活醫療輔助機器人,113,碩士,江云淇,https://hdl.handle.net/11296/as9yv5
以雙樣本全表型 MR 探討基因推估鐵狀況之因果效應,113,碩士,周承霖,https://hdl.handle.net/11296/3jdk98
大腸直腸癌高齡病人術後發生吻合處滲漏之危險因子探討：回溯性配對病歷對照研究,113,碩士,吳政廷,https://hdl.handle.net/11296/emybv2
以蒸餾系統區分柚子與紫蘇精油、純露、多酚與多醣,113,碩士,區家韻,https://hdl.handle.net/11296/xqkgmx
美國文學、法律與正義：從布拉德福德到霍桑,113,博士,劉威辰,https://hdl.handle.net/11296/6ww2m8
圍爐取暖：在台離散香港抗爭者的政治暴力創傷與療癒實踐,113,碩士,李嘉穎,https://hdl.handle.net/11296/eghd6s
使用SOMAC預測多核處理器的最小工作電壓以及最差核的最小工作電壓,113,碩士,廖政毓,https://hdl.handle.net/11296/6r8n7n
新創企業轉型策略研究—以A公司為例,113,碩士,潘穎穎,https://hdl.handle.net/11296/h7g59d
兩部門異質性廠商下的最適碳稅與資源重分配,113,碩士,許峻瑋,https://hdl.handle.net/11296/b324eh
新型入口和出口設計對旋風分離器性能的影響,113,碩士,王崇珉,https://hdl.handle.net/11296/zc42h3
RISC-V 向量擴展指令集在 LLVM 編譯器中的自定義指令實現與最佳化,113,碩士,劉修齊,https://hdl.handle.net/11296/aknpzn
台灣成年人上顎正中門牙與額頭標誌點間最佳前後位置關係之研究,113,碩士,黃炯菱,https://hdl.handle.net/11296/7etm78
於多環境試驗中進行基因體選種之訓練集最佳化,113,碩士,劉子捷,https://hdl.handle.net/11296/kw445z
以鑽石模型分析臺灣排球國際競爭力,113,碩士,黃媁,https://hdl.handle.net/11296/re5m4e
壓力影響咖啡因使用之實證研究,113,碩士,施彥安,https://hdl.handle.net/11296/tcvz5d
加護病房病人第一次發生譫妄前後的鎮靜負荷變化及其與無譫妄及昏迷天數之關聯,113,碩士,楊雅雯,https://hdl.handle.net/11296/634555
股利與資本利得之互換對投資組合最佳化的影響：臺灣與美國ETF之實證分析（2015–2024）,113,碩士,古漢文,https://hdl.handle.net/11296/9xrz97
經鼻腔至腦部藥物遞送：作用機轉與超音波促進藥物傳輸探討,113,博士,林孟廷,https://hdl.handle.net/11296/c496dm
雷射燒結矽奈/微米顆粒於柔性基板之機制及其熱電元件應用,113,碩士,温珮妤,https://hdl.handle.net/11296/29c28s
透過因果微調視覺語言模型剖析劣化影像中之虛假特徵,113,碩士,吳則諭,https://hdl.handle.net/11296/bme2h9
木質素水熱碳化產製生物炭:  嚴謹建模、生命週期評估與技術經濟分析,113,碩士,蘇子承,https://hdl.handle.net/11296/jvavzs
廉能治理中的透明、參與及協力：以淡江大橋廉政平臺為例,113,碩士,陳韻如,https://hdl.handle.net/11296/xqr3j9
整合外叫人流資訊估計與派車決策之電梯派車最佳化問題,113,碩士,楊佳芊,https://hdl.handle.net/11296/vm228r
輪腳複合機器人上具視覺回授與多輪腳觸地點之爬樓梯策略,113,碩士,賴彥澧,https://hdl.handle.net/11296/emc7ky
基於蒙地卡羅樹搜尋與多目標優化的自適應樓層規劃,113,碩士,温千懿,https://hdl.handle.net/11296/57a2x8
以AE或Beta-VAE外加特徵方式提升BERT語言模型的內嵌訊息,113,碩士,許維仁,https://hdl.handle.net/11296/zfkqj3
上下文學習優化方法之比較：靜態與動態策略分析,113,碩士,林承濬,https://hdl.handle.net/11296/6h97j8
磷化銦異質接面雙極性電晶體之直流特性與高頻性能分析,113,碩士,張雲翔,https://hdl.handle.net/11296/p7ukb8
地震超材料於橋墩基礎之設計架構研發與應用,113,碩士,黎哲銘,https://hdl.handle.net/11296/fcgm4t
微奈米結構與表面改質對液滴濕潤狀態轉變及抗冰行為分析,113,碩士,謝騏鴻,https://hdl.handle.net/11296/4zd96t
爐石與飛灰應用對混凝土碳封存影響之研究,113,碩士,黃宥霖,https://hdl.handle.net/11296/2efz4u
香蕉黃葉病菌熱帶第四型生理小種特異性基因之親緣及功能性分析,113,碩士,李百昂,https://hdl.handle.net/11296/je45k3
Facebook 粉絲專頁發布假新聞行為之網路外溢效果分析：以 2016 年美國總統大選為例,113,碩士,崔丞皓,https://hdl.handle.net/11296/9wv687
拆解上下文學習：透過函數混合式訓練探討其內在機制與分布外泛化能力,113,碩士,黃竑鈞,https://hdl.handle.net/11296/w4svt5
人造石產業勞工健康效應研究,113,碩士,張珈瑜,https://hdl.handle.net/11296/3zm3e8
以衛星影像與光譜混合分析方法監測大阿里山茶區之崩塌地,113,碩士,沈姿雨,https://hdl.handle.net/11296/ga3a59
企業跨國破產法制之比較研究 —以聯合國跨國破產模範法為核心,113,碩士,李揚,https://hdl.handle.net/11296/q2gvmf
基於自適應採樣和混合專家模型的短影音品質分析系統,113,碩士,黃致豪,https://hdl.handle.net/11296/g56v83
廣告抑或利他？社群媒體口碑分享動機對消費者反應之影響：社交連結強度與動機透明度的調節效果,113,碩士,李名涵,https://hdl.handle.net/11296/b845z8
蘋果公司採購生態系統的價值捕獲：供應商股東報酬之個案研究,113,碩士,慕澤宇,https://hdl.handle.net/11296/5ane8j
體驗貝克特：阿多諾、海德格、伊瑟爾、及《等待果陀》與《終局》裡文學技法的運作,113,碩士,張庭茂,https://hdl.handle.net/11296/u75h5y
影響IT賦能專案集群團隊韌性能力之前置因素探討,113,碩士,郭家吟,https://hdl.handle.net/11296/tcjq3f
臺灣半導體產業發展經驗：發展型國家理論之檢討,113,碩士,林敬貿,https://hdl.handle.net/11296/a2z4um
可信執行環境保護的組合型隨機數產生器於無人機之應用,113,碩士,王思翰,https://hdl.handle.net/11296/p8j4wh
健保放寬降血脂藥物給付範圍對心血管疾病發生、死亡及醫療費用之長期影響,113,碩士,劉育伶,https://hdl.handle.net/11296/kv72xv
幽暗力量美學與《莊子》工夫的對話,113,碩士,卜俊樵,https://hdl.handle.net/11296/9cfe2a
贈品類型與贈品標價對網購退貨意願之影響,113,碩士,簡睿,https://hdl.handle.net/11296/ne82wj
都市公園綠地植被組成對蝴蝶組成影響之研究,113,碩士,王聖方,https://hdl.handle.net/11296/kchgfg
臺灣西南部鰲鼓海岸溼地造林及農地土壤鹽化與生態系碳吸存之權衡,113,碩士,沈樂恩,https://hdl.handle.net/11296/2d8t4k
運動創業家精神、共創價值、組織韌性對組織績效之關係—以運動健身場館為例,113,碩士,陳彥蓁,https://hdl.handle.net/11296/6j43zj
結合電性量測與等效電路模型於低溫與低頻率之鈣鈦礦太陽能電池深缺陷分析,113,碩士,劉家銘,https://hdl.handle.net/11296/jtj5s5
探討保護區應對威脅壓力的效能 -以墾丁高位珊瑚礁自然保留區與梅花鹿為例,113,碩士,宋家熙,https://hdl.handle.net/11296/ghz5e9
新型近紅外波段熱激活化延遲螢光材料之物理特性及元件研究,113,碩士,趙珮伶,https://hdl.handle.net/11296/773326
高齡整合性照護、健康識能和生命意義與目的之偏鄉社區研究-以桃園復興區為例,113,碩士,蔣壽元,https://hdl.handle.net/11296/93jz7c
LoGIC：用於視覺變換器的多任務剪枝之多重 LoRA 引導重要性共識方法,113,碩士,周昱宏,https://hdl.handle.net/11296/j25q4q
體外人體血液中糖化血色素水平之光譜學研究,113,碩士,王鵬力,https://hdl.handle.net/11296/2p3sx6
適用地小人稠島嶼的氫氣供應鏈與加氫站選址規劃,113,碩士,蔡瑀袾,https://hdl.handle.net/11296/8dxhkj
結構化與非結構化輸入於大型語言模型中之比較：以異常事件預測任務中的語意與語用預測能力評估為例,113,碩士,紀柔安,https://hdl.handle.net/11296/8y723y
用於大規模VLSI電源傳輸網路之階級式靜態電壓模擬,113,碩士,謝瑄,https://hdl.handle.net/11296/w8bw8k
改進四旋翼無人機的反轉推力應用、動態控制及多場景螺旋槳設計之方法研究,113,碩士,彭品仁,https://hdl.handle.net/11296/b756dv
減碳人才對企業碳排放的影響,113,碩士,程若欣,https://hdl.handle.net/11296/53bvve
與生醫資料庫對話：透過自然語言轉SQL、文字嵌入及知識圖譜方法探索檢索增強生成的應用,113,碩士,葉政翔,https://hdl.handle.net/11296/8u7d94
基於AI影像辨識的下背傷病風險評估與監測系統,113,碩士,蘇湲煒,https://hdl.handle.net/11296/8888y2
鈣鈦礦超穎表面強化之光學渦旋放光,113,博士,劉奇京,https://hdl.handle.net/11296/uakk64
ESG資訊揭露對資金成本與外資持股之影響-以台灣上市櫃公司為例,113,碩士,劉乃瑜,https://hdl.handle.net/11296/k52bef
應用於太陽能電池與發光二極體的近紅外染料,113,博士,洪頡茗,https://hdl.handle.net/11296/wy6g7n
透過腰骨盆控制增進投球表現：棒球投手之評估、訓練系統開發與訓練成效,113,博士,王序閔,https://hdl.handle.net/11296/2xthh2
衡量人工智慧和機器人流程自動化對審計風險的影響,113,碩士,陳姿羽,https://hdl.handle.net/11296/y7799r
以經濟可行性為核心的電動公車V2G最佳化系統分析,113,碩士,王竣平,https://hdl.handle.net/11296/4xxaxe
JFL環境における反転授業の実践－社会人初級日本語学習者を対象に－,113,碩士,前川愛實,https://hdl.handle.net/11296/p598dz
StreaMeme：基於大型語言模型之直播迷因類別推薦,113,碩士,陳沛竹,https://hdl.handle.net/11296/qdp52w
基於codeBERT模型偵測量子電路中的硬體木馬,113,碩士,黃閔昭,https://hdl.handle.net/11296/f99enm
FlueBricks: 互動式笛類樂器系統的模組化工具包,113,碩士,陳柏昱,https://hdl.handle.net/11296/jhbq2z
利用新型基因重組與工程系統於大腸桿菌中生產 L-茶胺酸,113,碩士,江庭光,https://hdl.handle.net/11296/v25x72
打造一所原住民族學校： 組織轉型下的教師辦學實作文化,113,碩士,楊書菡,https://hdl.handle.net/11296/zjfuwv
臺中市生態系服務對水-能源-糧食鏈結永續性的時空演變與影響評估,113,碩士,張喬雲,https://hdl.handle.net/11296/5t2w3x
臺灣、日本與南韓集水區水量平衡狀態之比較分析,113,碩士,魯翀,https://hdl.handle.net/11296/yh8c83
環境因子與競爭對台灣無尾目群集的影響,113,碩士,吳安妮,https://hdl.handle.net/11296/4duke2
M.O.V.I.E：應用 FiLM 調控的神經微分方程於  ¹¹C-PiB 正子斷層掃描晚期影像生成潛在動態建模研究,113,碩士,蔡柏惟,https://hdl.handle.net/11296/2d7hr5
利用電磁垂直剖面探測浮標資料分析南海內孤立波的訊號,113,碩士,張晏誠,https://hdl.handle.net/11296/sv5er6
臺灣西部紅樹林沉積物中有機碳含量研究,113,碩士,李鍶政,https://hdl.handle.net/11296/fg8qdu
智齡數位移民在數位金融服務應用中的使用行為與需求研究,113,碩士,黃峯昶,https://hdl.handle.net/11296/5qmav6
台灣中老年族群發炎指標與第二型糖尿病危險之關係： 以SEBAS資料庫族群之橫斷性研究,113,碩士,許瑞云,https://hdl.handle.net/11296/w8qjua
基於對比學習與注意力機制之足球先發陣容推薦模型,113,碩士,陳青妤,https://hdl.handle.net/11296/7jyv7m
深度學習模式對西北太平洋熱帶氣旋事件的展期預報能力,113,碩士,廖奕鈞,https://hdl.handle.net/11296/vhk6q6
關鍵顧客管理優化策略 ─以C食品公司為例,113,碩士,鍾通,https://hdl.handle.net/11296/fdrncn
利用不同波長的光進行藻類有機物的光催化以探討活性物質的產生情形,113,碩士,徐婕涵,https://hdl.handle.net/11296/be339a
P-Alert系統於結構物健康監測之評估與應用,113,碩士,黃旻晟,https://hdl.handle.net/11296/fxc3g2
以MSCI ESG 建置運動場館ESG 永續評估指標,113,碩士,韋純昕,https://hdl.handle.net/11296/wuqewb
公私立大學學費差異之影響,113,碩士,林咏壎,https://hdl.handle.net/11296/srn2jx
基於轉錄體與生物資訊網絡分析探討中國橄欖多醣之抗大腸癌活性與潛在多疾病調控作用,113,碩士,李姿葭,https://hdl.handle.net/11296/74evkw
臺灣醫療人力分布視覺化分析與應用,113,碩士,陳靜慈,https://hdl.handle.net/11296/q9t55b
北京市老舊小區改造的政策執行：居委會街頭官僚的角色與作用,113,碩士,郝嘉昕,https://hdl.handle.net/11296/a98xfu
應用自動化與人工智慧技術於瓢蟲規模化養殖 - 以小十三星瓢蟲幼蟲之影像辨識與餵食系統為例,113,碩士,林劭霖,https://hdl.handle.net/11296/b5pfsc
利用 Marchantia polymorpha 葉狀體轉殖技術研究高溫影響 miR11707-MpAGO1 之調控功能,113,碩士,鄭璇,https://hdl.handle.net/11296/hps86s
雷射杜卜勒流量計於水體污染評估之應用： 基於光學散射與流體動力學模型之整合分析,113,碩士,張子萱,https://hdl.handle.net/11296/nd6sxz
韓國法上遺囑代用信託、受益人連續信託之研究,113,碩士,賀建偉,https://hdl.handle.net/11296/vp2ek3
操作於 GHz 頻段之應變耦合多鐵性天線之建模與設計,113,博士,程博文,https://hdl.handle.net/11296/96wj48
以臺北市經驗為例探討喘息服務的供給與需求,113,碩士,吳詮翎,https://hdl.handle.net/11296/t5t2f2
顧客集中度對企業社會責任之影響,113,碩士,陳婕怡,https://hdl.handle.net/11296/2v5y5h
綠能產業廠商經營發展策略分析－以茂迪股份有限公司為例,113,碩士,馮五鋒,https://hdl.handle.net/11296/wftxkr
超過量子容錯計算閾值的矽/矽鍺自旋量子位元控制,113,博士,吳奕賢,https://hdl.handle.net/11296/cgp3sm
轉化生長因子-β訊號在調控克沙奇病毒和腺病毒受體陽性之肺臟幹細胞肺泡化過程中的雙相作用,113,碩士,蔡旻澔,https://hdl.handle.net/11296/9s4fv7
從個人中心取向探討網路使用型態與心理適應之關聯： 臺灣家庭動態調查之分析,113,碩士,高筱婷,https://hdl.handle.net/11296/bxfdtj
日本法上法律行為無效之研究―以錯誤及意思能力欠缺為例―,113,碩士,吳艾菁,https://hdl.handle.net/11296/589252
自媒體與數位行銷策略對品牌認知度及消費者行為之影響：以社群平台為例,113,碩士,張正昀,https://hdl.handle.net/11296/dzcngc
飲用水中全氟與多氟烷基物質（PFAS）國際管制趨勢,113,碩士,李易臻,https://hdl.handle.net/11296/yqh44f
共軛高分子熱電材料的結構設計與機制探討,113,博士,吳維妮,https://hdl.handle.net/11296/9s3nuj
制度間隙中的權利角逐—— 臺北市關渡平原農業地景的土地使用政治,113,碩士,董易蓉,https://hdl.handle.net/11296/sf28u2
言論自由下之網路平台責任與行政管制—以美國、歐 盟與台灣之制度模式比較為核心,113,碩士,戚雲珽,https://hdl.handle.net/11296/ebjs2h
手持光達於都市林胸徑與樹高調查之研究,113,碩士,吳顯堂,https://hdl.handle.net/11296/xw8e29
全球暖化下熱帶區域環流改變之能量限制,113,博士,陳勇志,https://hdl.handle.net/11296/ajx288
BRB及SCB鋼構架含滑動樓板雙向振動台試驗之模型發展與驗證,113,碩士,謝旻諺,https://hdl.handle.net/11296/mdsgw9
多項式乘法的新技巧：驗證應用單項式於中國剩餘定理之多項式乘法,113,碩士,邱俊茗,https://hdl.handle.net/11296/r78t4u
應用於體外流式細胞儀之結合積體電路與微流道之細胞阻抗檢測系統,113,碩士,林侑城,https://hdl.handle.net/11296/u66n86
Belle II 實驗中 Level-1 觸發系統之三維追蹤方法的實作與 B̅⁰ → J/ψ Λ n̅衰變的蒙地卡羅研究,113,博士,林傑澄,https://hdl.handle.net/11296/h69qts
在臺灣海峽環境條件下浮式風機系泊系統之長期疲勞評估,113,碩士,賴昭瑜,https://hdl.handle.net/11296/vs6s3u
Pangenome Analysis of Vietnamese Rice Landraces: Towards the Identification of Unique Genomic Regions for Rice Improvement,113,碩士,Nguyen Van Tuan Anh,https://hdl.handle.net/11296/q7a25z
高階經理人薪酬差距與成本習性之關聯性,113,碩士,王昱婷,https://hdl.handle.net/11296/htmp42
提升日本半導體產業競爭力： JASM與Rapidus的意義、潛力與挑戰,113,碩士,油谷優太,https://hdl.handle.net/11296/6ubj39
基金參與公司治理之研究 —以被動型基金為中心,113,碩士,黃湘容,https://hdl.handle.net/11296/e8cfn4
適用於抗都卜勒AFDM系統之低複雜度期望傳播檢測器設計,113,碩士,李翊銘,https://hdl.handle.net/11296/66f79k
透過函數型自編碼器實現K-中心函數分群法的非線性擴展,113,碩士,塗銘鈞,https://hdl.handle.net/11296/a525fm
聚氯乙烯管在氯老化下塑膠微粒釋出與表面變化之關聯性研究,113,碩士,林逸豪,https://hdl.handle.net/11296/5vxrar
以環境DNA技術評估臺灣河川中日本鰻資源現況,113,碩士,楊弘煜,https://hdl.handle.net/11296/58p427
開發以穿梭載體系統應用於枯草桿菌中的脂肽生產工程,113,碩士,楊子耘,https://hdl.handle.net/11296/vgd7a4
基於O-spline濾波器之動態諧波相量估測,113,碩士,楊珈宇,https://hdl.handle.net/11296/8kd7jx
利用極限梯度提升模型和多層感知器模型進行PM2.5及其離子成分預測,113,碩士,洪于雅,https://hdl.handle.net/11296/spqx3s
測量選擇和偏好的派典決斷： 李克特量表、比較判斷、或綜合模型？以學業歸因為例,113,博士,鄭澈,https://hdl.handle.net/11296/2s33z8
透過基因體學與代謝組體學評估 Bacillus velezensis GFB08 在青蔥上的抑病機制,113,碩士,卓義敦,https://hdl.handle.net/11296/xnc6rp
基於 Transformer 模型鋼琴伴奏風格轉換,113,碩士,艾芯,https://hdl.handle.net/11296/gp2q2c
顧客關係管理於奢侈品市場之應用： Z 世代消費行為對品牌行銷策略之影響,113,碩士,李香怡,https://hdl.handle.net/11296/snshpz
陽明山及臺灣其他山脈15種植物之海拔分布及氣候因子差異比較,113,碩士,王櫻儒,https://hdl.handle.net/11296/n853nq
淋巴轉移之局部晚期食道鱗狀細胞癌預後評分 系統之建立：結合病理、影像與臨床因子的多變項模型（PRIME評分系統）,113,碩士,宗孟瑋,https://hdl.handle.net/11296/48tup6
政治不確定性對首次公開發行活動之影響：臺灣總統選舉的實證分析,113,碩士,王榮祺,https://hdl.handle.net/11296/y48v25
創作者及DIY工作坊的線上平台,113,碩士,賴雪儀,https://hdl.handle.net/11296/656w62
測量小尺度星際磁場:基於脈衝星閃爍的新方法,113,碩士,顏丞宇,https://hdl.handle.net/11296/2entxb
建築工地多層次群體活動辨識,113,碩士,蔡承耘,https://hdl.handle.net/11296/u8h266
NPM1突變急性骨髓性白血病診斷時共同基因突變或染色體核型變化對臨床預後之影響,113,碩士,呂亭緯,https://hdl.handle.net/11296/3ex68u
免疫螢光顯微術用於癌症免疫療法之生物指標研究,113,碩士,黃品毓,https://hdl.handle.net/11296/66z986
共軛高分子熱電材料之研究：側鏈結構調控與離子液體摻雜效應,113,碩士,蕭亦佐,https://hdl.handle.net/11296/yqfv5j
基於生物樣本上之應用改良單輸入偏振靈敏光學同調斷層掃描系統與演算法,113,碩士,王建智,https://hdl.handle.net/11296/r4zfe6
利用基因工程大腸桿菌生產菸鹼醯胺單核苷酸,113,碩士,趙亭,https://hdl.handle.net/11296/k49zbj
解析《福爾摩沙島圖》：荷蘭東印度公司經營下臺灣西南部河流與人群的互動,113,碩士,何雨潔,https://hdl.handle.net/11296/d8v6mq
探討編織氣動致動器於膝部施力對上樓梯之影響,113,碩士,蘇品瑄,https://hdl.handle.net/11296/8vk8rb
銠原子修飾之鎳釩層狀雙氫氧化物催化劑於尿素氧化反應之動態結構分析,113,碩士,王湘庭,https://hdl.handle.net/11296/px353s
應用行動測繪技術於橋面版之3D建置與損傷檢測研究,113,博士,劉家銘,https://hdl.handle.net/11296/y5w6r6
台灣電路板產業發展的外部因素：美國對經貿的安全外部性態度轉變,113,碩士,張致遠,https://hdl.handle.net/11296/gpujsm
我國自營作業者失業保障之法制研究——以愛爾蘭為借鏡,113,碩士,陳文謙,https://hdl.handle.net/11296/q4ctzh
多面向進食環境修正對機構住民進食量及進食滿意度之成效,113,碩士,林佳誼,https://hdl.handle.net/11296/fe7b38
夏洛特・史密斯《移民》及《比奇角》中的和平預言,113,碩士,王睿媚,https://hdl.handle.net/11296/3kntn9
含鐵有機金屬框架結合具生物相容性之微針系統於局部經皮應用,113,碩士,翁在萱,https://hdl.handle.net/11296/run553
產品競爭之賽局分析：以資訊硬體B2B市場為例,113,碩士,朱懷中,https://hdl.handle.net/11296/45mn5e
從孕期到童年：母胎風險因子對兒童健康的長期影響探討,113,博士,蘇一宇,https://hdl.handle.net/11296/xdxc5x
高利率環境下企業債務跨國融資與避險策略分析,113,碩士,廖川立,https://hdl.handle.net/11296/efu446
不當勞動行為救濟命令之分析──臺灣與美國之比較法研究,113,碩士,李怡瑩,https://hdl.handle.net/11296/699w3y
從美國經驗探討：台灣生成式AI於醫療病歷應用之發展與挑戰,113,碩士,游山逸,https://hdl.handle.net/11296/5fdu5s
生物源揮發性有機化合物快速蒐集便攜式裝置之開發,113,碩士,郭博瑢,https://hdl.handle.net/11296/q8nc8m
政策改變對保險銷售的影響：以實支實付醫療險制度改變為例,113,碩士,黃鼎量,https://hdl.handle.net/11296/tb8ub7
電動車高速充電站對鄰近房屋價格之影響：以雙北地區為例,113,碩士,張大笙,https://hdl.handle.net/11296/pee96f
責任消費、產品認知與購買動機關係之研究： 以國產有機玉米筍為例,113,碩士,盧傳期,https://hdl.handle.net/11296/7y2zk6
流向更優的示範: 模仿學習中的生成式修復方法,113,碩士,楊可,https://hdl.handle.net/11296/699fn6
金融科技與所得不均： 以跨國資料為基礎的多面向實證分析,113,碩士,傅楚昀,https://hdl.handle.net/11296/gf6p58
應用導通時間延伸技術於三階降壓轉換器之改良型PFM控制策略,113,碩士,張怡君,https://hdl.handle.net/11296/ep2z6q
新診斷急性骨髓性白血病患者早期死亡預測因子分析,113,碩士,呂欣瑜,https://hdl.handle.net/11296/4d9w3q
運用水文模式於流域碳通量估算之研究,113,碩士,廖姿渝,https://hdl.handle.net/11296/5j9rh2
以事件相關電位為基礎研究探討六週動手樂活動對於主觀認知衰退患者之認知彈性成效,113,碩士,朱宇擎,https://hdl.handle.net/11296/57k3ej
透過函數型資料分析建構手勢辨識模型,113,碩士,許國昌,https://hdl.handle.net/11296/bhm7kk
臺灣政黨傾向與社群媒體「選擇性接觸」,113,碩士,康晉瑜,https://hdl.handle.net/11296/4fps5t
董事多樣性對違約風險的影響,113,碩士,陳又綸,https://hdl.handle.net/11296/p3h3wt
血管平滑肌細胞對於延長培養與物理刺激的表現反應,113,碩士,薛煜煜,https://hdl.handle.net/11296/nuvwjt
臺灣與菲律賓蛇綠岩母質土壤中主要、微量與稀土元素的化育特徵,113,博士,Marvin D. Cascante,https://hdl.handle.net/11296/a5dt46
疫苗施打與高風險群風險意識對美國 2022-2023  M痘疫情的防治效果：傳染病數理建模研究,113,碩士,林吟謙,https://hdl.handle.net/11296/t2m2z8
論雙層股權結構──以複數表決權股為中心,113,碩士,林郁淇,https://hdl.handle.net/11296/s597n7
數位轉型對台灣紡織公司之影響： 以宏遠興業工業4.0智慧工廠為例,113,碩士,林君鴻,https://hdl.handle.net/11296/j2zttg
想像「才女」：重啟「黃媛介」論述,113,碩士,李品杉,https://hdl.handle.net/11296/73zw69
應用於建立視網膜內限膜初始夾起機制之實驗探討,113,碩士,盧建均,https://hdl.handle.net/11296/9rct36
搬演八九民運：台灣劇場中的文化記憶實踐,113,碩士,宋柏成,https://hdl.handle.net/11296/2hcqud
牙科常規術式誘發三叉神經心臟反射之風險與機制探討：以李宋迷你豬模型為基礎,113,博士,莊肇禮,https://hdl.handle.net/11296/t3xxcr
『聯合KYT』商業計畫書隱私強化技術FHE賦能跨金融業交易監控,113,碩士,陳玖溢,https://hdl.handle.net/11296/t475kb
匯率決定中的避險傳導機制：以日本為結構性異常案例,113,碩士,田室慶多,https://hdl.handle.net/11296/3fa859
運用視覺預訓練改進基於聲學的 3D 人體姿態估計,113,碩士,林翰莘,https://hdl.handle.net/11296/69tjah
應用人工智慧與聊天機器人於聾啞人的互動系統開發,113,碩士,江佳鴻,https://hdl.handle.net/11296/r5gy78
打破疆界的時代變革：數位遊牧的自由與挑戰,113,碩士,黃冠傑,https://hdl.handle.net/11296/3yz794
台灣網通產業在中美晶片戰爭的影響之下如何進行策略型布局,113,碩士,祁琬婷,https://hdl.handle.net/11296/vn9j4f
利用CMap及分化型HL-60細胞篩選與分析 抑制嗜中性球胞外網絡形成之天然化合物,113,碩士,劉歆文,https://hdl.handle.net/11296/9ud7a9
外導流翼增強型垂直軸風力發電機之數值探討,113,碩士,邱貞榕,https://hdl.handle.net/11296/m27bse
臺灣藜蘆屬植物系統分類學及生殖生物學研究,113,碩士,邱思涵,https://hdl.handle.net/11296/qnjm95
不同氧氣處理下小鼠羊水幹細胞對急性肝損傷治療之潛力,113,碩士,陳佳慧,https://hdl.handle.net/11296/68yg4z
臺灣人體生物資料庫全基因體定序資料集之基因體結構變異特徵分析,113,碩士,李婕瑜,https://hdl.handle.net/11296/g299g7
甘露聚醣結構差異對其化學降解之影響,113,碩士,劉庭芳,https://hdl.handle.net/11296/p4ukwj
